GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
-,2/19/2016 17:49:01,-,-,-,-,-,-,-0.6895301,6.8186865,7.73806,0.072690785,0,1160,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,-1.4556746,6.0525417,7.929596,0.04664594,0,1160,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,0.19153613,6.5122285,7.5848308,0.038242877,0,1159.25,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,-0.49799395,6.933608,6.5122285,-0.010017693,0,1159.25,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,-0.61291564,6.2823853,7.73806,0.036948025,0,1148.25,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,-1.4939818,7.6231384,7.1251445,0.093512,0,1148.25,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,-1.2258313,7.8912888,7.5465236,0.1390304,0,1157,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,-3.715801,9.691729,6.742072,0.28068072,0,1157,-,18.4313736
-,2/19/2016 17:49:01,-,-,-,-,-,-,-1.340753,9.308656,6.703765,0.19631106,0,1157.75,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,-1.6472107,7.393295,4.0222588,-0.10676092,0,1157.75,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,-2.9113493,7.8146744,3.9073372,-0.04222703,0,1157.75,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,-0.7661445,7.393295,4.5202527,-0.09420574,0,1152.25,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,0.49799395,7.5082164,4.175488,-0.10377473,0,1152.25,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,0.5746084,8.082825,4.0222588,-0.058819592,0,1162.5,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,-1.340753,8.772355,5.899313,0.10525471,0,1162.5,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,-0.34476504,9.308656,4.7884035,0.08665711,0,1152.25,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,-0.11492168,10.419566,3.6774938,0.14541095,0,1152.25,-,18.4313736
-,2/19/2016 17:49:02,-,-,-,-,-,-,0.5363012,10.228029,4.1371803,0.14500469,0,1153,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,0.7278373,9.193734,2.7581203,2.53E-04,0,1153,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-1.1492168,8.542512,5.094861,0.039655745,0,1148.25,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-5.9759274,8.197746,2.6048915,0.08666426,0,1148.25,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-2.2218192,9.002198,0.4213795,-0.034833193,0,1166.25,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-2.566584,8.580819,1.4556746,-0.05602932,0,1166.25,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-1.9536686,9.80665,0.61291564,0.04021579,0,1155.25,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-3.8307228,9.270349,0.2681506,0.041856945,0,1155.25,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-2.4133554,9.11712,0.6895301,-0.017055094,0,1154.5,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-1.9536686,10.189722,1.6472107,0.0898729,0,1154.5,-,18.4313736
-,2/19/2016 17:49:03,-,-,-,-,-,-,-5.2480903,9.5385,1.8770541,0.1451537,0,1166.25,-,18.4313736
-,2/19/2016 17:49:04,-,-,-,-,-,-,0.9959879,9.193734,3.9456444,0.04388231,0,1166.25,-,18.4313736
-,2/19/2016 17:49:04,-,-,-,-,-,-,-1.0342951,9.308656,3.064578,0.02354294,0,1160,-,18.4313736
-,2/19/2016 17:49:04,-,-,-,-,-,-,-4.4436383,8.963891,2.681506,0.0748592,0,1157.75,-,18.4313736
-,2/19/2016 17:49:04,-,-,-,-,-,-,-3.1411927,9.155427,3.1028855,0.05513543,0,1157.75,-,18.4313736
-,2/19/2016 17:49:04,-,-,-,-,-,-,-1.6472107,8.619126,1.0342951,-0.08030087,0,1157.75,-,18.4313736
